Name,Vorname,Partei,ListeNr,svy_q2,svy_q3,svy_q4,Patriotismus,Zuwanderung,Umwelt,Energie,Wirtschaft,Sozialwerke,Familie,Gesundheit,Gleichstellung,Landwirtschaft,Verkehr,Bildung,Schwerpunkt
Dietrich,Stefan,SP,02a,"Politik ist für mich mehr als nur ein Hobby. Sie beschäftigt mich auch im Alltag. Soziale Gerechtigkeit ist mir sehr wichtig. Politisiert wurde ich durch den Kriegsausbruch in Jugoslawien 1991. Seither war ich in der Friedensbewegung, in der Gewerkschaft und bin in der Sozialdemokratie engagiert.",Der demographische Wandel und die Klimakrise stellen unsere Gesellschaft und Wirtschaft vor grosse Herausforderungen. Gleichzeitig nimmt die soziale Ungleichheit zu. Gemeinsam müssen wir die notwendigen Veränderungen angehen und unsere Gesellschaft für alle sozial gerechter gestalten.,"Die Vielfalt und Attraktivität des Aargaus muss erhalten und gestärkt werden.  Besonders wichtig sind mir: mehr Chancengleichheit in Bildung und Beruf, bezahlbare Kinderbetreuung und bezahlbarer Wohnraum, der Ausbau des ÖV, wie auch die Förderung von innovativen und nachhaltigen Unternehmen.",0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,"Bildung, Familie, Umwelt"
Gökçen,Sinem,SP,02a,"Ich arbeitete mich hoch, von der Realschule zum Master in Rechtswissenschaften.Das Jus-Studium sollte der Schlüssel sein, um gegen die Ungerechtigkeiten auf der Welt zu kämpfen.Erfahrungen als Arbeiter-Migrantenkind, alleinerziehende Mutter und RV der Asylsuchenden prägten mich stark.","Das Thema der Kaufkraft und der Migration. Stetig steigende Kosten (Wohn- und Prämienkosten) mit gleichbleibendem Lohn, führt zu Armut. Das Migrationsproblem (Einwanderung,Asyl, Integration,)  kann nicht mit Hetze gelöst werden, es braucht einen konstruktiven Ansatz für ein friedliches Zusammenleben",Neue Integrationsangebote schaffen und bestehende ausbauen für Wertschätzung der Menschen und eine starke Wirtschaft. Gesundheitsversorgung ausbauen. Dafür braucht es Geld.,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Zuwanderung
Lanz,Lucia,SP,02a,"Für mich steht der Mensch im Zentrum. Nach der Familienphase engagierte ich mich für grössere Gemeinschaften - der Gemeindepolitik, später als Geschäftsführerin für Menschen mit psychischen Beeinträchtigungen und im Vollzug. Jetzt stelle ich mich für einen noch grösseren Wirkungskreis zur Verfügung.","Wirtschaftliche und gesellschaftliche Veränderungen fordern viel von uns. Die Wettbewerbsfähigkeit der Schweiz ist ebenso wichtig, wie sozialer Frieden und Wohlergehen für uns alle. Eine stabile Energie-Versorgungssicherheit sowie eine gute Position in der Europapolitik gibt innere Stabilität.","Ein starker Kt. AG braucht: Stärkung der schulischen Grundbildung, Förderung von Ausbildungen und Fachkräften, Vereinbarkeit von Familie und Beruf. Weiter E-Mobilität, Energieversorungssicherheit und Energiespeicherung, kostenloses ÖV-Netz im Regionalverkehr, sowie	Digitalisierung im Gesundheitswesen.",0.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,"Familie, Energie"
Bär,Daniel,SP,02a,"Die steigende Ungerechtigkeit und die mutlose Klientelpolitik, welche die soziale Sicherheit und die Zukunft des Planeten gefährden haben mich dazu motiviert im Namen der SP für den Nationalrat zu kandidieren.","In erster Priorität muss das Gesundheitswesens stabilisiert werden. Die Versorgungsicherheit im Gesundheitswesen ist nicht mehr gewährleistet. Weitere dringende Themen sind die Dekarbonisierung (Energie- und Verkehrswende), das Europadossier, die soziale Sicherheit und die Gleichberechtigung.",Konservative Kantone wie der Aargau sollen nicht auf Kosten der Menschen sparen und überschüsse anhäufen können. Die Menschen im Aargau haben das Recht auf einen starken Service public. Die Kaufkraft der Aargauer:innen soll nicht für Steuerprivilegien von Konzernen und Superreichen geopfert werden.,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,"Gesundheit, Patriotismus"
Stocker Kalberer,Barbara,SP,02a,"Meine Arbeit hat mich gelehrt: Die Gesundheit und spezifischen Anliegen von Frauen, Kindern und jungen Familien gehen in der Politik oft vergessen. Die Kampagne «Helvetia ruft» von Alliance F hat mich motiviert, zu kandidieren, denn das Parlament muss weiblicher werden.","Es braucht Investitionen in die Ausbildung des Gesundheitsfachpersonals, in die Löhne, in die Verbesserung von Arbeitsbedingungen und es braucht neue Arbeitsmodelle, und zwar nicht nur für die Pflege. Die gesamte Volkswirtschaft profitiert, wenn Frauen auf dem Arbeitsmarkt bleiben.","Auch wenn der Kanton Aargau kein Universitätsspital hat, beschäftigt er viele Menschen im Gesundheitssystem. Die Spitäler sind bedeutende Arbeitgeber und darauf angewiesen, dass das Personal im Beruf verbleibt und die Gesundheitsversorgung funktioniert. Ein starker Service public ist mir wichtig.",0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,Gesundheit
Engeli,Lucia,SP,02a,"Als ich vor 7 Jahren Mutter wurde, haben die Schwierigkeiten der Gesellschaft für mich mehr Dringlichkeit erhalten. Ich setze mich ein für eine Welt, welche auch für die junge Generation stabile Verhältnisse bietet. Die Entscheidungen, die wir jetzt fällen, sind enorm wichtig für die Zukunft.","Gesundheitsversorgung ist ein Service public, der nicht ausgehöhlt werden darf. Die massive Steuerung via Preis führt zu Fehlanreizen.  Familien: Ein resilienter Nachwuchs ist für die gesamte Gesellschaft relevant.  Die Klimakrise müssen wir mit klaren Entscheidungen auf diversen Ebenen bekämpfen.","Ich möchte eine vorausschauende kantonale Politik. Probleme sind komplex und können nicht isoliert gelöst werden. Es braucht die Haltung, dass wir unserem Volk und der nachkommenden Generation gut schauen wollen. Die Zeit der unendlichen Ressourcen und Einzelkämpferei ist vorbei.",0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,"Familie, Umwelt"
Sutter,Zoe,Juso,02b,"Politisiert durch 1.-Mai Demos und Proteste gegen AKWs, hilfloser Wut wegen der inhumanen Migrationspolitik und das tägliche Erleben von Sexismus begann ich schon früh, für meine Utopie zu kämpfen. Ändern wir, was uns stört! Gemeinsam.","Ein Problem gegen ein anderes abzuwägen fühlt sich falsch an in einer Zeit, in der multiple Krisen die Welt in Atem hält. Wir brauchen einen queerfeministischen Systemwandel, Massnahmen die echte Lösungen im Kampf gegen die Klimakrise bieten und dass Menschenrechte endlich umgesetzt werden.","Dass Föderalismus mehr Probleme verursacht als er löst zeigt sich im Bildungswesen, in der Steuerpolitik und in diversen anderen Bereichen. Ich will eine interkantonale und -nationale Politik, die für alle ist und nicht Scheinlösungen, die nur Wenigen weiterhelfen.",0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Energie
Sommer,David,Juso,02b,"Die Arbeitsrechte werden gerade frontal angegriffen. Als Gewerkschafter setze ich mich ein für bessere Arbeitsbedingungen und höhere Löhne. Das heisst, konkret mindestens einen Ausgleich der Reallohnverluste der letzten Jahre und eine Verkürzung der Arbeitszeit bei gleichbleibenden Lohn.","Wir steuern gerade auf direktem Weg in die Klimakrise. Wir müssen jetzt handeln um den kommenden Generationen noch eine belebbare Welt zu hinterlassen. Das ist nur mit der Überwindung des Fossil-Kapitalismus möglich, hin zu einem System, in welchem Solidarität statt Gewinnmaximierung im Fokus steht.","Der als Atom-, Beton- und Autobahn- bekannte Kanton Aargau muss zeigen, dass er  bereit für eine ökologische Alternative ist. Mehr öV, erneuerbare Energien und alternative Rohstoffe zu fördern ist die Zukunft. Für die ökosozialistische Perspektive!",0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Energie
Haefeli,Sophie,Juso,02b,"In so unglaublich vielen Bereichen in der Schweiz steht der Profit über den Menschen. Das Ausbeuten der Arbeitskräfte, der Umwelt, der unbezahlten Arbeiterinnen und Arbeiter. Oft liegt der Fokus auf dem Gewinn statt auf dem Menschlichen. Das möchte ich ändern.",Eine grosse Herausforderung stellt die Klimakrise dar. Die Krise soll radikal und gerecht gelöst werden. Nachhaltige Lebensweisen sollen gefördert und für alle möglich sein - auch für Menschen mit kleinem Einkommen!,"Beschleunigung der Asylverfahren: Lange Wartezeiten in Asylverfahren führen zu Unsicherheit und erschweren die Integration. Ich möchte dafür sorgen, dass Asylverfahren effizient und gerecht abgewickelt werden, wobei die Rechte der Asylsuchenden gewahrt bleiben.",0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zuwanderung
Petrušić,Anastasija,Juso,02b,Ich scherze gerne über meinen unfreiwilligen Weg in die Realpolitik. Ich wäre lieber damals sitzengeblieben - konnte es mir jedoch weder leisten noch mit meiner Moral vereinbaren. Ich bin in der Politik - weil ich es muss. Weil ich bei diesen Umständen nicht anders kann - weil noch so viel fehlt.,"Ich sehe den Klimawandel als grösste Sorge - und die intersektional damit verschlungenen Problematiken wie unsere kapitalistische Wirtschaft, unser schwaches Migrationssystem, sowie den feministischen Gedanken darin. Besorgt um unser entspanntes Vorgehen will auch ich jetzt handeln, nicht zuschauen.","Ein stärkeres Investment bezgl. Bildung (Stipendien, Unterstützungsangebote), faire Einbürgerungsvorgehen, menschliche Unterkünfte und Unterstützungsgelder für Migrantinnen, eine genauere Untersuchung rechtsextremer und neo-faschistischer Gruppen im Kanton und gerechtere Besteuerung allgemein.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Lüthold,Noé,Juso,02b,"Die bürgerliche Politik unseres Landes versagt in jeglicher Hinsicht darin, die heutigen Probleme zu bewältigen. Deshalb habe ich das Bedürfnis, durch meine Kandidatur diese anzusprechen: Mit einem Appell, endlich Politik zu betreiben, welche allen Menschen zugutekommt und nicht nur Superreichen!","Das grösste Problem welches zu bewältigen gilt, ist die Lügenpropaganda der Bürgerlichen. Spezifische politische Themen kann ich nicht benennen, es gibt in jeglichen Bereichen Handlungsbedarf, hier eins zu bevorzugen käme den anderen nicht gerecht.","Auf kantonaler Ebene Probleme zu bekämpfen, die schweizweit und sogar international herrschen, ist absurd und führt zu keiner echten Lösung. Ich kämpfe für Nachhaltigkeit in der Politik und einen Systemwandel, der uns aus den Krisen in die Zukunft führt.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dickson,Cybel,Juso,02b,"«Behandle andere so, wie du behandelt werden möchtest», sagt meine Mama. Als Mama würde ich gratis Kitas wollen, als Maurer eine frühe, gute Rente, als Flüchtende nicht im Mittelmeer ertrinken, als queerer Mensch frei leben, als Studentin mich nicht verschulden und als Kassiererin einen guten Lohn.","Wir spüren die Auswirkungen der Klimakrise bereits und müssen die Wirtschaft jetzt nachhaltig umbauen. Aber nicht auf dem Rücken der Arbeiter, die heute z.B. dafür sorgen, dass wir Strom haben, sondern auf dem der Unternehmen, die sich an der Zerstörung der Umwelt und unserer Zukunft bereichern.","Im Nationalrat möchte ich gerechte Klimapolitik machen, die die aargauer Arbeiterinnen, die in den Atomkraftwerken und Zementfabriken für uns alle schuften, nicht im Regen stehen lässt. Und ich möchte bessere Löhne und frühere Renten. Denn wir machen den Aargau, wir machen die Schweiz!",0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,"Sozialwerke, Energie"
Novak,Pavel,Juso,02b,"Meiner Meinung nach fehlt es an Diversität in der heutigen Politik. Ich möchte für den Nationalrat kandidieren um junge, queere Menschen zu vertreten und für sie eine Stimme zu sein. Auch die aktuelle Migrationspolitik hat mich dazu bewegt. Es muss mehr für Migrantinnen und Migranten gemacht werden.","Wir leben in einer Welt voller Krisen und Herausforderungen. Eine sehr aktuelle Herausforderung ist die Klimakrise, deren Auswirkungen wir täglich auch in der Schweiz erleben müssen. Es braucht eine sozialgerechte Klimapolitik, welche finanziert werden muss durch die Einnahmen der Superreichen.","Es braucht mehr Investitionen des Bundes in das Asylwesen des Kanton Aargaus. Oft wird diese drastische Lage ignoriert und der Kantonsregierung überlassen. Der Fakt, dass der Aargau über das strengste Einbürgerungsgesetz verfügt, darf nicht weiter bestehen bleiben. Wir müssen jetzt handeln.",0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Zuwanderung
Guerne-Kieferndorf,Benjamin,Juso,02b,"Faschismus ist in Europa im Vormarsch, Neokoloniale Gewalt verschärft sich und die Klimakrise droht, unsere Lebensgrundlagen zu zerstören. Die Mieten steigen, die Löhne aber nicht. Unsere Politik kümmert sich kaum und das muss sich ändern.","Wir brauchen einen radikalen Umbruch in der Wirtschaft und in der Politik, wenn wir die Klimakrise abbremsen wollen. Zahlen sollen es die, die die grösste Verantwortung für die Krise tragen, nämlich das reichste Prozent, und nicht die Mehrheit der Schweizer Bevölkerung.","Wohnraum ist ein Grundbedürfnis, weshalb es absolut pervers ist, davon Profit abzuschöpfen. Kurzfristig müssen effektive Kontrollen auf Mietpreise eingeführt werden und langfristig müssen Immobilienkonzerne enteignet werden.",1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Energie, Umwelt"
Dogan,Mehmet,Juso,02b,"Ich engagiere mich für eine Schweiz, in der die Bedürfnisse und Wünsche der 99% Vorrang haben und nicht jene der 1%.","Ich engagiere mich für die Gleichstellung, für die wir leider heutzutage immer noch kämpfen müssen. Ein weiteres grosses Anliegen für mich ist die Emanzipation von Frauen sowie  die Migration und Integration und die Bildung und Forschung.","Wie in vielen Kantonen haben wir auch im Aargau die Problematik mit dem Lehrkräftemangel. Das müssen wir unbedingt lösen, ansonsten können wir für unsere Kinder keine Zukunft anbieten.",0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,Familie
Suter,Cassidy,Juso,02b,"Als alleinerziehende Mutter bin ich täglich mit politischen Anliegen konfrontiert. So kann ich selbst mit Subventionen kaum den Kitaplatz meiner Tochter bezahlen, was aber auch für zwei verdienende Elternteile eine finanzielle Hürde sein kann. Ein Beispiel, das die Vermögensungleichheit aufzeigt.","Wir haben in der Schweiz momentan zu viele Herausforderungen, als dass ich mich für eine entscheiden kann oder will. Ich setze mich ein für eine Schweiz, in der Solidarität gelebt wird und sozialgerechte und inklusive Politik nicht mehr nur Utopie ist.","Im Aargau haben wir viele Herausforderungen, die wir überwältigen müssen und auch hier möchte ich mich für die Anliegen der 99% einsetzten. Ändern wir was uns stört. Interkantonal, gemeinsam.",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Familie
Covo,Sandro,Juso,02b,"Ich bin mit sehr vielen Privilegien aufgewachsen, die mir in meinem Leben viel ermöglicht haben und ermöglichen. Ich möchte eine Welt, in der es nicht darauf ankommt, wo oder wie man geboren worden ist und welche Eltern man hat.","Die Klimakrise ist nicht nur für die Schweiz, sondern für die ganze Welt eine der grössten Katastrophen, die sich anbahnen. Daneben bereitet mir das Aufstreben von autoritären Systemen und Regimen Sorgen. Sie bedrohen die Demokratie und die gesellschaftlichen Fortschritte, die wir erkämpft haben.","Ich kandidiere nicht für den Kanton, sondern für die Menschen, die darin leben. Ich möchte erreichen, dass sie sich ein Leben in Würde leisten können und nicht jeden Tag darum bangen müssen, wie sie die Miete, die Krankenkassenprämien, die Stromkosten und die Mobilität bezahlen können.",1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Gesundheit
Del Fabro,Melanie,Juso,02b,"Einer der fundamentalen Grundsätze, die meine Politik prägen, ist die Gerechtigkeit. Ich bin mit wenig Geld aufgewachsen und habe viele Menschen in meinem Umfeld, die aufgrund ihrer Herkunft nicht stimm- und wahlberechtigt sind. Das ist ungerecht! Ich stehe ein für eine inklusivere Gesellschaft.","Das dringendste Problem ist definitiv die Klimakrise. Menschen sterben, müssen flüchten und unsere Umwelt wird zerstört. Ein  Systemwandel ist deshalb dringend nötig, denn wir können nicht so weitermachen wie bisher. Dabei ist es zentral, dass dies sozial gerecht und feministisch vonstatten geht.","Unser Kanton hat noch unglaublich viel Potenzial, was Verbesserungen für seine Bevölkerung angeht. Ob eine fairere Einbürgerung, einen Mindestlohn oder eine Fachstelle für Gleichstellung, wir haben noch viel zu tun. Ich setze mich für eine substanzielle Anhebung der Lebenstandards aller ein.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
Mullis,Yannik,Juso,02b,"Obwohl ich jung bin, habe ich schon viele Krisen erlebt. Die EU-Schuldenkrise, der Krieg in Syrien, die Migrationskrise, die Coronapandemie, der Krieg in der Ukraine und über allem schwebt die Klimakrise. Um da wieder raus zu kommen, brauchen wir grundlegende Reformen, und dafür setze ich mich ein.","Nichts wird uns die nächsten Jahrzehnte so stark betreffen wie die Klimaerwärmung. Es braucht dringend weitreichende Massnahmen. Solange die Wirtschaft auf Wachstum und das Leben auf Konsum ausgerichtet ist und solange die Lobbys in Bern derart stark sind, wird das jedoch schwierig.","Ich denke normalerweise nicht in Kantonsgrenzen. Ich möchte für die Aargauerinnen und Aargauer und alle anderen Menschen erreichen, dass ihr Lohn zu einem guten Leben reicht, sie genug Freizeit haben, ihre Umwelt intakt ist und sie von ihrem Umfeld akzeptiert werden.",0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zuwanderung
Barth,İlayda,Juso,02b,"Als Kind von Migrant*innen spürte ich schon früh negative Konsequenzen rechtskonservativer Politik. Meine Politik ist für alle Menschen der 99%. Dabei setze ich mich besonders für Rechte für Migrantinnen und Migranten, sowie Queers ein. Damit sich alle Menschen von der Politik repräsentiert fühlen.","Grosse Themen, die mich mit Blick auf die Schweiz beschäftigen, sind unter anderem die Klimakrise und Sozialgerechtigkeit.","Im Kanton Aargau sollte es bezahlbaren Wohnraum für alle geben, erleichterten Zugang zu geschlechtsangleichender Medizin und es sollten auch Menschen ohne Schweizerpass die Möglichkeit haben, an politischen Entscheidungen mitzuwirken.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Erne,Elias,Juso,02b,"Politik findet nicht nur in irgendwelchen Räten statt, trotzdem können Parlamente die Lebensrealität von Menschen verbessern. Um Verbesserungen für die 99 Prozent zu erreichen, braucht es linke Personen im Parlament, die in den Interessen von allen statt wenigen Privilegierten handeln.","Eine der dringensten, wenn nicht die dringenste Krise zurzeit ist die Klimakrise. Doch Klimaschutz darf nicht isoliert betrachtet werden. Er muss zwingend anti-ableistisch, feministisch, anti-rassistisch und vieles mehr sein. Dazu sicher sozial gerecht, denn Superreiche können wir uns nicht leisten!","Politik ist kein Spiel der Regionen gegeneinander. Die heutige Politik verursacht viel Leid, ist oft sogar tödlich. Das muss enden, egal, ob ein Mensch im Aargau wegen überlasteten psychotherapeutischen Angeboten, in Morges wegen Polizeigewalt oder im Mittelmeer wegen der Festung Europa verstirbt.",0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Umwelt
Walser,Rolf,SP,02c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Taubert,Beatrice,SP,02c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Scholer,Peter,SP,02c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rohrer,Claudia,SP,02c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
