Name,Vorname,Partei,ListeNr,svy_q2,svy_q3,svy_q4,Patriotismus,Zuwanderung,Umwelt,Energie,Wirtschaft,Sozialwerke,Familie,Gesundheit,Gleichstellung,Landwirtschaft,Verkehr,Bildung,Schwerpunkt
Abrham,Sarah,EVP,07g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Abt,Lukas,Junge_SVP,01b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ackermann,Adrian,FDP,03e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Acklin-Stihl,Jasmin,Junge_EVP,07b,"In der Politik gibt es für mich drei Herzensangelegenheiten: die Gesundheits-, die Bildungs- und die Gemeindepolitik. Vor allem in der Bildung wird es kreative Lösungen und verschiedene Angebote geben müssen, wenn wir die Kinder ihrer Fähigkeiten entsprechend fördern wollen.","Neben der Bildungspolitik ist ein grosser Baustein die Versorgungssicherheit beim Strom für die gesamte Bevölkerung. Die Gemeinden müssten hier in die Verantwortung genommen werden, einen Notfallplan für Stromausfälle auszuarbeiten, während vom Kanton die Strukturen kommen müssten.",- Verbesserung der Gesundheitspolitik - Offenheit für eine Anpassung der Bildungspolitik an die Bedürfnisse der Kinder - Familienfördernde Strukturen im Kanton - Transparenz im Umgang mit Strommangellage und Notfallplänen.,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,Bildung
Aegerter,Emanuel,GLP,06g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aerni,Thomas,EVP,07f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Affentranger,Franz,Mitte,04j,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aglil,Jasmin,Junge_EVP,07b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ahmeti,Kujtim,SP,02f,"Meine Motivation, gründet darauf, das Gesundheitswesen zu verbessern. Als Leiter Pflege erlebte ich aus erster Hand, wie unser Gesundheitssystem mit steigenden Kosten und Fachkräftemangel kämpft. Diese Erfahrungen sensibilisierten und motivierten mich, aktiv nach Lösungen zu suchen.","In der Nationalrat engagiere ich mich für eine nachhaltige Gestaltung des Gesundheitswesens, um die Krankenkassenkosten und den Fachkräftemangel zu bewältigen. Gezielte Verbesserungen in der Ausbildung und Arbeitsbedingungen für Fachkräfte sind unerlässlich, um dem Fachkräftemangel entgegenzuwirken.","Meine Aufgabe wäre, die Anliegen der Bürger:innen bestmöglich zu vertreten. Neben das Gesundheitswesen sind mir Solidarität, Gerechtigkeit, Umweltschutz besonders wichtig. Ich werde mich für gleiche Chancen für alle einsetzen, um eine lebenswerte Zukunft für kommende Generationen zu gewährleisten.",0.0,3.0,2.0,0.0,7.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,Wirtschaft
Allenspach,Simone,SP,02d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Allmark-Holtvik,Lena,GLP,06c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Altherr,Bruno,EVP,07h,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Altwegg,Leonie,Junge_EVP,07b,"Mir ist es wichtig, die Gesellschaft und die Umwelt positiv zu beeinflussen. Meiner Meinung nach reicht es in diesen Belangen nicht, auf Selbstverantwortung zu hoffen. Deshalb wuchs der Wunsch in mir, mich politisch aktiv einzubringen.","Als sehr dringlich sehe ich die Verantwortung, welche die Schweiz tragen sollte. Dies ist nicht nur im Bereich vom Klimaschutz nötig, sondern auch betreffend der globalen Verantwortung zu den Mitmenschen.","Mehr Trandparenz in allen Bereichen. Bei Abstimmungen oder Wahlen soll klar aufzeigt werden, aus welchen Quellen das Geld bezogen wird. Weiter soll bei Produkten klar die Herkunft aufgezeigt werden.  Mit mehr Transparenz wird es möglich ein nachhaltiges Gedankengut zu kultivieren.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Amhof,Nicole,GLP,06f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ammann,Pascal,SP,02e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Amsler,Josef,Mitte,04g,Als Ingenieur und Berater bei kommunalen Aufgaben und Projekten sind für mich nachhaltige Lösungen zentral. Die Zeit für die Bewirtschaftung der verschiedenen Themen auf politischer Ebene und die Verdrängung der dringenden Probleme muss ein Ende haben.,"Es braucht für die Schweiz gegen innen (etwa bei den Sozialwerken) wie auch gegen aussen (etwa gegenüber der EU und bei der Neutralität) dringend klare, verbindliche und nachhaltige Lösungen. Dies ist meine Überzeugung und dafür engagiere ich mich.","Ich möchte mich nicht ausschliesslich für den Kanton, sondern für die Schweiz als Ganzes, und vor allem für die Menschen, die Natur und damit für unsere Zukunft engagieren.",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Amsler,Nathanael,Junge_EVP,07c,"Ich trete ein für Steuergerechtigkeit, eine zahlbare Gesundheitsversorgung und eine faire Migrationspolitik. Auch wichtig ist mir ein leistungsfähiges Mobilitätskonzept, das sowohl den öV als auch den MIV miteinbezieht.","Der Ausstieg aus der Atomkraft und Lieferengpässe bedrohen unsere Energieversorgung. Ohne Energie steht die Schweiz faktisch still. Die Politik muss dafür sorgen, dass genügend Pflichtlager vorhanden sind und bereits im Vorfeld entscheiden, wie bei Engpässen vorzugehen ist.",Als Kandidat für den Nationalrat verpflichte ich mich der Schweizer Bevölkerung und möchte für das Wohl meiner Mitbürger sorgen.,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Energie
Amsler,Markus,Andere,9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andermatt,Viktor,Mitte,04f,Als Solution Architect (Lösungsarchitekt) für grosse IT Projekte übernehme ich gerne Verantwortung um gute und zukunftsfähige Lösungen zu kreieren. Dasselbe will ich auch im Nationalrat auf politischer Ebene einbringen und anwenden.,"Die steigenden Gesundheitskosten wären das erste Thema, welches ich zusammen mit meiner Partei angehen möchte.",Der Kanton Aargau soll z.B. im neuen Fahrplankonzept des Bundes verkehrstechnisch profitieren können und nicht zwischen Stuhl und Bank fallen aufgrund eines zu grossen Fokus auf die grossen Städte. Generell ist es mir wichtig einen guten Ausgleich zwischen Stadt und Land zu erreichen.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Gesundheit
Angliker,Syra,FDP,03b,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anneler,Reto,SP,02g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arezki,Amine,SP,02d,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arn,Andreas,EVP,07h,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arnold,Martin,FDP,03a,"Ich möchte mich für mein Land einsetzen, da ein hoher Wohlstand und direktes Mitspracherecht nicht selbstverständlich sind. Nach meinen Erfahrungen in der Wirtschaft und als Präsident der Schulpflege bin ich davon überzeugt an der Weitergestaltung unseres Landes mithelfen zu können.","Wir benötigen dringend eine nachhaltige Lösung gegen die explodierenden Gesundheitskosten, müssen dafür sorgen, dass die Rahmenbedingungen für unsere Wirtschaft attraktiv bleiben und benötigen gerade auch dafür ein starkes Bildungssystem in unserem Land.","Im Aargau wurde in der Bildung in den letzten Jahren viel zu wenig getan. Diesbezüglich besteht Aufholbedarf, welcher unbedingt angegangen werden muss. Nur so kann der Kanton auch für Arbeitgeber attraktiver gemacht werden.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,"Bildung, Gesundheit"
Arnold,Christian,Mitte,04h,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bacher,Rainer,GLP,06e,"Ich bin motiviert, durch Politik Veränderungen zu erzielen, inspiriert durch das Erleben und Mitgestalten komplexer Energiepolitik in meiner Karriere. Mein grösstes Erlebnis war die Umsetzung der StromVG (2008, Stromversorgungsgesetz). Ich bringe meine Expertise in Energiefragen in die Politik ein.","Die grösste Herausforderung ist die Energiewende. Ich würde vorschlagen, durch Politik und Regulierung den Einsatz erneuerbarer Energien und deren Systemintegration zu fördern und gleichzeitig Innovationen im Bereich der intelligenten Energienetze voranzutreiben.","Ich möchte die Interessen des Kantons Aargau im Bereich Energie effektiv vertreten. Mein Ziel ist es, Investitionen in erneuerbare Energien und deren Systemintegration mit intelligenten Netztechnologien in unserem Kanton voranzutreiben, um so nachhaltiges Wachstum zu fördern.",0.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energie
Bächli,Andreas,SP,02g,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bachmann,Iris,Mitte,04h,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bachmann-Roth,Christina,Mitte,04a,"Als Unternehmerin und Mutter stosse ich immer wieder an Grenzen - die mir vom Gesetzgeber gegeben sind. Ich möchte diese mitgestalten. Im Unternehmen gibt es viele Auflagen, die nicht zur Branche passen und als Mutter muss ich mich plötzlich rechtfertigen dafür wie viel ich extern im Beruf arbeite.","Wir brauchen einen starken Bundesrat, der Führung übernimmt und mutige Entscheidungen trifft. Dies vor allem in der Positionierung gegenüber unseren Partnern in Europa, um unsere Sicherheit zu gewährleisten. Wir müssen unsere Kinder schützen  und die Altersvorsorge reformieren.","Als Nationalrätin kämpfe ich -mit Gelassenheit und Humor. Für den Erhalt unserer Sicherheit und für eine produktive Landwirtschaft. Als CEO in der Käsebranche und Mutter will ich die Vereinbarkeit von Familie und Beruf verbessern -es braucht mehr Teilzeitstellen und gute, bezahlbare Kinderbetreuung.",2.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,0.0,2.0,Familie
Balimann,Ramon,Junge_GLP,06b,"Schon früh hatte die Politik mein Interesse geweckt. Nach mehreren Jahren entschied ich mich dann für ein politisches Engagement, da die Jungen die Zukunft sind und eine wichtige Stimme haben müssen im politischen Prozess. Der Altersdurchschnitt im Parlament gehört dringend gesenkt.","Der Klimawandel betrifft uns alle, der Status Quo reicht nicht aus. Die angestossenen Veränderungen müssen konsequent zu Ende geführt werden. Auch die Mobilitätsfrage wird in den kommenden Jahrzehnten nochmals wichtig. Mit einem frühen Handeln bringen wir den Verkehrsfluss in die richtigen Bahnen.","Ich will, dass der Kanton Aargau auch in Zukunft gut mit dem öffentlichen Verkehr erschlossen bleibt. Mit einer zukunftsgerichteten Umweltpolitik tragen wir Sorge zu unserem Wasserkanton. Die Beziehungen zu Europa benötigen dringend ein Update, dies ist für den Aargau ebenfalls sehr wichtig,",0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"Verkehr, Zuwanderung"
Bally,Maya,Mitte,04a,"Ich liebe die Politische Arbeit, trage gerne dazu bei, die Rahmenbedingungen für das Zusammenleben in unserer Demokratie optimal zu entwickeln. Auf Kantonsebene durfte ich bereits Spuren hinterlassen, diese würde ich auch gerne auf eidgenössischer Ebene tun. Realistisch, glaubwürdig, aufgeschlossen.","Wir haben viele grosse Herausforderungen, ganz sicher eine sichere Altersvorsorge, eine Nachhaltige Energie-/Umweltpolitik und ein bezahlbares und gutes Gesundheitssystem. Wir müssen dafür gemeinsam, ohne Scheuklappen und Ideologie Lösungen entwickeln für uns alle und die nächsten Generationen.","Sofern als Nationalrätin möglich, setze ich mich für eine ausgewogene Aufgabenverteilung zw. Bund und Kantonen und den Erhalt der Kantonsautonomie ein, sowie einen fairen Ressourcen-/Finanzausgleich. Ebenso wichtig ist mir ein gut ausgebautes Schienen- und Strassennetz im Kanton.",2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Patriotismus
Bannwart,Irina,FDP,03d,"Als Liberale ist mir bewusst, dass unser Wohlstand nur mit einem hohen Wertebewusstsein funktioniert. Eine erfolgreiche Wirtschaft ist wichtig, um den Wohlstand Aller in der Schweiz halten zu können. Mein Fokus liegt auf einer starken Bildung über alle Stufen als Basis der wirtschaftlichen Zukunft.",Gegen den Fachkräftemangel müssen nachhaltige Lösungen umgesetzt werden. Kinder und Jugendliche sind künftige Fachkräfte und benötigen eine qualitativ fundierte Ausbildung. Es gilt allen Berufen den gebührenden Stellenwert zuzuschreiben - von der handwerklichen Ausbildung bis zum Hochschulabschluss.,"Der Aargau ist wirtschaftlich und bildungstechnisch von grosser Bedeutung für unser Land. Eine Stärkung der kantonalen Bildungsstätten, eine bessere und stärkere Vernetzung der Aargauer Lehrinstitute sowie die Stärkung innovativer Wirtschaftsfaktoren stehen zuoberst auf meiner politischen Agenda.",0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,Wirtschaft
Bär,Daniel,SP,02a,"Die steigende Ungerechtigkeit und die mutlose Klientelpolitik, welche die soziale Sicherheit und die Zukunft des Planeten gefährden haben mich dazu motiviert im Namen der SP für den Nationalrat zu kandidieren.","In erster Priorität muss das Gesundheitswesens stabilisiert werden. Die Versorgungsicherheit im Gesundheitswesen ist nicht mehr gewährleistet. Weitere dringende Themen sind die Dekarbonisierung (Energie- und Verkehrswende), das Europadossier, die soziale Sicherheit und die Gleichberechtigung.",Konservative Kantone wie der Aargau sollen nicht auf Kosten der Menschen sparen und überschüsse anhäufen können. Die Menschen im Aargau haben das Recht auf einen starken Service public. Die Kaufkraft der Aargauer:innen soll nicht für Steuerprivilegien von Konzernen und Superreichen geopfert werden.,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,"Gesundheit, Patriotismus"
Barp,Miro,SVP,01a,"Im Beruf sehe ich, dass das Gesundheitswesen im argen liegt, weil die Politik zu praxisfern ist. Bei meiner Vereinsarbeit erlebe ich, dass immer weniger Leute bereit sind, sich ehrenamtlich zu engagieren, so dass der Milizgedanke verdunstet. Ich kämpfe für unsere Werte und die Anliegen der Bürger.","Ohne Kurskorrektur steuern wir einer 10-Mio.-Schweiz entgegen. Dabei sind wir schon heute nicht in der Lage, die Bevölkerung weder medizinisch noch energetisch zu versorgen, sowie alle Kinder optimal zu unterrichten. Für dies ist die stete Zuwanderung nicht die Lösung, sondern die Ursache der Probleme.","Ich will, dass der Aargau als viertgrösster Kanton und als Energieversorger der Schweiz wahrgenommen wird. Er muss eine führende Rolle bei wichtigen Dossiers übernehmen. Dabei will ich die freiheitliche, vom Milizgedanken geprägte Tradition unseres Kantons als Maxime in die Bundespolitik einbringen.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,
Barth,İlayda,Juso,02b,"Als Kind von Migrant*innen spürte ich schon früh negative Konsequenzen rechtskonservativer Politik. Meine Politik ist für alle Menschen der 99%. Dabei setze ich mich besonders für Rechte für Migrantinnen und Migranten, sowie Queers ein. Damit sich alle Menschen von der Politik repräsentiert fühlen.","Grosse Themen, die mich mit Blick auf die Schweiz beschäftigen, sind unter anderem die Klimakrise und Sozialgerechtigkeit.","Im Kanton Aargau sollte es bezahlbaren Wohnraum für alle geben, erleichterten Zugang zu geschlechtsangleichender Medizin und es sollten auch Menschen ohne Schweizerpass die Möglichkeit haben, an politischen Entscheidungen mitzuwirken.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bärtschi,Irene,EVP,07a,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Baschek,Renate,GLP,06c,"Als Kind und junge Erwachsene  war ich eine glühende Verfechterin für die Bewahrung der Natur. Das Bewusstsein, dass wirtschaftliche Aspekte dabei mitbedacht werden müssen, kam erst einiges später hinzu.  Bei allen Entwicklungen ist und bleibt die Natur unsere Grundlage.","Die Schweiz ist ein Paradies mit einer wunderbaren Natur und einem hohen Lebensstandard. Ihre Kleinräumigkeit und kulturelle Vielfalt ermöglichen es, naturerhaltende Projekte vor Ort zu lancieren. Diese Tendenz muss durch die politische Ausrichtung der Schweiz gestärkt werden.","Die Stärkung des Bewusstseins, dass alles zusammengehört, Natur, Wirtschaft und Sozialas. Wirtschaftliche Entwicklung und die Erhaltung der Natur sind möglich, wenn nicht die Habgier Einzelner, sondern das Interesse Aller gewahrt wird.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Basler,Colette,SP,02a,"Nach sieben Jahren im Grossen Rat ist der Moment gekommen, um meinen Rucksack zu packen. Darin befinden sich meine Erfahrungen als Grossrätin, Co- Fraktionspräsidentin und Kommissionsmitglied. Ich bin gut vernetzt und möchte mein Wissen auch in Bern einbringen.","Die Klima- und Energiekrise, der Fachkräftemangel und die hohen Gesundheits- und Lebenshaltungskosten sind grosse Herausforderungen. Wir müssen Betroffene zu Beteiligten machen. Ob Projekte in der Landwirtschaft, der Bildung … Meine Erfahrungen zeigen: nur gemeinsam kommen wir weiter.",Unser Kanton soll Vorbild in Sachen nachhaltige Landwirtschaft werden und das Projekt LABIOLA (Landwirtschaft Biodiversität Landschaft) auf die ganze Schweiz ausgeweitet werden.  Kein weiterer Ausbau der Autobahnen oder neue AKW. Nationale Lösungen in der Bildung zur Entlastung der Schulen vor Ort.,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,"Bildung, Landwirtschaft"
Basler,Roland,Mitte,04j,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Basler,Natascha,Mitte,04j,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Battaglia,Andrin,GLP,06e,"Unsere freie Demokratie verpflichtet zum Mitmachen, als Kandidat oder als Wähler. Durch ein breites Kandidatenfeld soll dem Wähler eine echte Auswahl geboten werden, dabei dürfen auch frische Gesichter nicht fehlen.","Das ist definitiv der Weg der Schweiz im Absenken des CO2-Ausstosses. Unternehmen, mit einem positiven Beitrag zur Dekarbonisierung der Wirtschaft, müssen durch Rahmenbedingungen befähigt werden, in der freien Marktwirtschaft erfolgreich bestehen zu können.",Als Grenzkanton ist der Aargau auf gute Beziehung mit Nachbarländern angewiesen. Ich setze mich für einen Kanton Aargau als Innovationsstandort in einer liberalen Schweiz ein. Die Schweiz soll ein Chancenland sein und bleiben.,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wirtschaft, Patriotismus"
Bättig,Stephan,Mitte,04f,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Baumann,Thomas,Gruene,05c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Baumann,Samuel,EVP,07h,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Baumann-Mettler,Debora,EVP,07a,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Baumgaertner,Lucien,EVP,07a,"Ich glaube, dass es in der Politik weniger um gewinnen oder verlieren gehen sollte, sondern darum, gemeinsam Lösungswege auszutarieren, die dem Gemeinsamen dienen und möglichst viele Interessen befriedigen können.","Die demographische Entwicklung wird die Unternehmen stark herausfordern - der Fachkräftemangel akzentuiert sich und es wird für alle Branchen herausfordernd, hier Lösungen zu suchen. Darauf würde ich einen Fokus setzen.","Ich werde mich dafür einsetzen, dass der Kanton als zentraler Wirtschafts- und Ausbildungsstandort Bedeutung behält.",0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wirtschaft
Baumgartner-Schwere,Monika,Mitte,04d,"Die Mitte steht ein für Freiheit, Solidarität und Verantwortung, polarisiert nicht und arbeitet lösungsorientiert. Hinter dieser Art der Politik kann ich mit Überzeugung stehen. Mit meiner Kandidatur helfe ich mit, unsere Zugpferde auf der Hauptliste mit Stimmen zu unterstützen.","Unsere Herausforderungen liegen in der Zuwanderung, Altersvorsorge, Gesundheitswesen, Energieversorgung und Bildung. Hier hat die Mitte bereits gute Ansätze für Lösungen. Unseren Wohlstand können wir aber nur halten, wenn die Gesellschaft wieder mehr zusammensteht: Mehr wir - weniger ich.","Das Zurzibiet muss verkehrstechnisch aufgewertet  werden, da wäre z. B. der Bahnausbau Winterthur-Basel ein aktuelles Thema. Zudem sind wir eine Energieregion für die ich mich gemäss unserem Positionspapier Energie (Mitte Zurzibiet) engagieren würde. Nicht zu vergessen: Altersvorsorge und Bildung.",1.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,Energie
Baur,Jürg,Mitte,04a,"Damit wir die bestehenden Werte und die gut funktionierende Wirksamkeit unseres Landes aufrechterhalten können, benötigt es eine lösungsorientierte und staatstragende Politik. Für diese Werte setze ich mich ein. Meine politischen Erfahrungen baue ich fast täglich im Grossrat und als Stadtrat aus.","Laut Experten können heute 6 Milliarden Franken der Gesundheitskosten ohne Qualitätsverlust eingespart werden - Ineffizienz und falsche Anreize sind Hauptursachen der Prämienexplosion. Ich engagiere mich für eine Klimapolitik, die unsere Lebensgrundlagen auch für die kommenden Generation sichert.","...dass der Aargau weiter attraktiv und lebenswert bleibt ...dass der Aargau einen stabilen Finanzhaushalt behalten kann und fit für die zukünftigen Herausforderungen bleibt ...dass sich der Aargau zukunftsgerichtet und mit nachhaltigen, verhältnismässigen Lösungen weiterentwickeln kann",0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,Gesundheit
Bechtold,Beat,FDP,03a,Weil ich als AIHK Direktor die Herausforderungen unserer Unternehmen kenne: Für mich sind daher liberale Rahmenbedingungen und eine stabile Energieversorgung in der Schweiz zentral.  Und weil mir als Major der Schweizer Armee die Sicherheit und Freiheit unseres Landes am Herzen liegt.,"Ausreichende, stabile und zahlbare Energie ist ein zentraler Wirtschaftsfaktor. Wir müssen dringend mehr Stromkapazitäten schaffen. Ideologische Barrieren, persönliche Vorteile oder Technologieverbote dürfen keine Rolle spielen. Ich würde mich daher für Innovation und neue Technologien einsetzen.","Für den Aargau als Grenzkanton hat die steigende Mobilität, aber auch die enge gesellschaftliche und wirtschaftliche Verflechtung der Lebensräume an Bedeutung gewonnen. Ich würde mich daher parteiübergreifend für die gemeinsame Lösung von Aufgaben des fünftgrössten Exportkantons einsetzen.",3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wirtschaft, Energie, Patriotismus"
Behrens,Mirko Fabian,GLP,06c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Berner,Yannick,FDP,03a,"Mich motivieren spannende Begegnungen mit Menschen verschiedenster Ansichten und Lebenssituationen. In der Politik kommen diese Stimmen zusammen, um die besten Lösungen zu finden. Als Unternehmer möchte ich mich in Bern für einen fortschrittlichen Werkplatz einsetzen für Mensch und Wirtschaft.","Zurzeit beschäftigen mich die wachsende Digitalisierung, der Fachkräftemangel und der Erhalt der Schweiz als Innovationsweltmeisterin. Ziel ist es, den Werkplatz Schweiz durch optimale Rahmenbedingungen zu stärken: stabile EU-Beziehung, Individualbesteuerung, Förderung des dualen Bildungssystems.","Der Kanton Aargau soll noch mehr als Werkplatz und wichtiger Industriestandort gesehen und verankert werden. Dafür brauchen wir eine Infrastrukturplanung, die auch dem Kanton Aargau genügend Gewicht schenkt und internationale Rahmenbedingungen für unsere exportstarken Unternehmen.",0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Wirtschaft
Bertschi,Patricia,SP,02e,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Betsche,Matthias,GLP,06a,"Wir können nicht weiter auf Kosten der nächsten Generationen leben. Unsere Zukunft hängt stark davon ab, Wirtschaft und Umwelt zu Partnern zu machen. Ich stehe für einen zukunftsgerichteten und lebenswerten Kanton Aargau, wo wirtschaftlicher Erfolg Hand in Hand mit Umwelt – und Naturschutz geht.","Seit Jahrzehnten wird von der Klimaerwärmung gesprochen, vom Raubbau an der Natur. Wir haben bislang zu wenig gemacht, um dies zu ändern. Die Auswirkungen des Klimawandels werden zunehmend spürbar. Die Erhaltung der Biodiversität ist eine wirtschaftliche Notwendigkeit.","Eine intakte Natur und eine starke Wirtschaft sind Ziele, die gemeinsam zu erreichen sind – sind eine Chance, machen den Aargau attraktiv. Ich möchte die innovative und ökologische Kreislaufwirtschaft auf Bundesebene stärken. Hier hat der Kanton Aargau die Chance, eine Vorreiterrolle zu übernehmen.",0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Umwelt
Bianchi,Reto,GLP,06g,Ich möchte die Interessen und Anliegen der Menschen in meiner Region vertreten. Sozial Grünliberale Politik und mein Wissen und Fachlichkeit im Bereich Öffentliche Sicherheit (40 Jahre Feuerwehrdienst/Instruktor/ Ausbildner FEUKOS CH) und grosse Erfahrung als Jugendarbeiter einbringen.,"Europäische Integration Klimawandel und Nachhaltigkeit Soziale Gerechtigkeit Digitalisierung und Technologie Migration und Integration Diese Herausforderungen erfordern eine aktive und konstruktive politische Gestaltung, um die Zukunft der Schweiz zu gestalten.","Zusammen mit den anderen Politiker*innen Lösungen für eine moderne, umweltbewusste, nachhaltige, europäische offene Schweiz zu entwickeln.",1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Umwelt, Zuwanderung"
Biasca,Cornelia,GLP,06c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bieber,Béa,GLP,06g,"In einer politisch interessierten Familie aufgewachsen, war es schon von Kindheit an (z.B. in der Pfadi) für mich klar, mich für die Allgemeinheit zu engagieren. Ich habe gelernt, dass unser Land nur so funktioniert, wenn sich Menschen bewusst für die Gemeinschaft engagiert.","Steigende Gesundheitskosten, die gute und sozial verträgliche Pflege von immer mehr älteren Menschen, eine gesicherte Altersversorgung, Bildung für alle als Aufgabe der gesamten Gesellschaft (nicht nur der Schulen und des Elternhauses). Vereinbarkeit von Familie und Beruf (Fachkräftemangel).","Dass die Anliegen der Randregionen in Bern eine Stimme erhalten; Der Kanton Aargau mit einer langen Grenze zum Ausland und mit grossem Bezug ins Dreiländereck kennt die Herausforderungen im Dreiland. Wir brauchen gute Verträge und Abkommen mit dem Ausland, damit es der Schweiz weiterhin gut geht.",0.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,3.0,Familie
Biland,Lukas,Andere,9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Binder,Simon,Mitte,04c,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
